trans_id,day,time,bar,drinker,tip,total
4275,6,"191129","Kroc's","Roman Mcneil",1.81,30.24
4276,5,"171635","Sugarbush Tavern","Mathias Clark",3.82,127.43
4277,2,"221537","Caledonia Lounge","Mathias Clark",1.91,38.1
4278,3,"094857","Club Soda","Mathias Clark",0.44,4.39
4279,3,"150927","Wellhead Restaurant-Brew Pub","Mathias Clark",19.18,137.02
4280,3,"224323","Sugarbush Tavern","Mathias Clark",8.73,145.56
4281,6,"113401","Waffle House","Kailyn Murillo",0.58,29.1
4282,5,"091044","Waffle House","Kailyn Murillo",1.41,12.79
4283,4,"075210","Don & Herb's Inc","Kailyn Murillo",0.37,7.44
4284,2,"213419","Lone Star Athletic Football Club","Kailyn Murillo",1.15,38.41
4285,6,"191345","P. F. Chang's China Bistro","Kailyn Murillo",1.88,46.88
4286,5,"163233","T.G.I. Friday's","Oliver Cantu",4.98,62.24
4287,3,"191354","Dejavu Nightclub","Oliver Cantu",1.35,67.31
4288,1,"124844","Dejavu Nightclub","Oliver Cantu",2.49,16.6
4289,1,"140822","Dejavu Nightclub","Oliver Cantu",1.28,9.84
4290,7,"192503","T.G.I. Friday's","Oliver Cantu",1.44,13.1
4291,4,"173437","Comedy Cellar","Dana Morrison",0.41,6.86
4292,1,"181707","Quaker Steak & Lube","Dana Morrison",1.87,15.62
4293,4,"212011","Lone Star Athletic Football Club","Dana Morrison",5.65,40.34
4294,7,"151446","Johnny Mac's Scoreboard","Dana Morrison",0.99,49.33
4295,3,"173009","Johnny Mac's Scoreboard","Dana Morrison",1.37,15.17
4296,1,"141852","Jake's Grill","Parker Myers",13.44,167.94
4297,4,"101501","Tony Roma's","Parker Myers",3.21,40.17
4298,4,"143450","Tony Roma's","Parker Myers",0.66,33.01
4299,1,"112824","Ivar's Sports Bar & Grill","Parker Myers",3.18,31.77
4300,2,"144936","Tony Roma's","Parker Myers",6.52,72.5
4301,4,"194416","Outback Steakhouse","Maya Wolf",2.55,18.24
4302,1,"152453","Ruby Tuesday","Maya Wolf",9.29,61.9
4303,5,"161840","Robert","Maya Wolf",1.46,18.2
4304,2,"113905","Robert","Maya Wolf",6.26,89.47
4305,3,"111935","Club Paragon","Maya Wolf",12.95,107.89
4306,7,"143211","Lone Star Steakhouse & Saloon","Megan Watts",4.5,44.99
4307,5,"080945","World Beer Direct","Megan Watts",0.95,47.27
4308,3,"140504","Uno Chicago Grill","Megan Watts",0.17,2.09
4309,5,"130830","Sizzler","Megan Watts",4.91,32.74
4310,5,"213149","Cork Town Tavern","Megan Watts",7.34,61.17
4311,5,"225529","Sheffield Wine & Spirits Center","Trinity Heath",6.26,44.72
4312,4,"103218","Don & Herb's Inc","Trinity Heath",4.96,49.63
4313,1,"182948","Quaker Steak & Lube","Trinity Heath",4.42,88.34
4314,7,"140731","J R's Last Laugh Comedy Club","Trinity Heath",6.7,67.02
4315,5,"182826","J R's Last Laugh Comedy Club","Trinity Heath",3.97,79.4
4316,7,"182235","Firefly Club","Ronin Ewing",4.73,52.54
4317,7,"193025","MJ's","Ronin Ewing",2.04,102.24
4318,1,"080553","Houlihan's","Ronin Ewing",10.61,96.47
4319,1,"131402","Stingers Sports Pub & Grill","Ronin Ewing",2.58,64.41
4320,5,"104621","Stingers Sports Pub & Grill","Ronin Ewing",3.76,75.19
4321,2,"134734","Uno Chicago Grill","Jovanny Spencer",3.59,29.95
4322,5,"144224","Dick's Last Resort","Jovanny Spencer",15.32,102.11
4323,6,"103809","World Beer Direct","Jovanny Spencer",5.35,41.12
4324,4,"143639","Uno Chicago Grill","Jovanny Spencer",4.05,67.53
4325,2,"151300","Uno Chicago Grill","Jovanny Spencer",5.99,59.91
4326,1,"214908","Basement","Jayleen Cordova",1.18,117.98
4327,5,"201430","Basement","Jayleen Cordova",0.14,14.39
4328,6,"223722","Chipotle Mexican Grill","Jayleen Cordova",3.73,93.14
4329,4,"233956","Kroc's","Jayleen Cordova",5.77,115.34
4330,4,"201729","Chipotle Mexican Grill","Jayleen Cordova",3.55,44.39
4331,6,"233516","Jake's Old City Grill","Alexia Liu",5.09,42.45
4332,2,"201832","Smokey Bones","Alexia Liu",5.61,46.75
4333,6,"183604","Smokey Bones","Alexia Liu",4.37,109.18
4334,7,"215226","Arlene's","Alexia Liu",3.41,48.7
4335,2,"213826","Arlene's","Alexia Liu",0.59,58.95
4336,1,"102633","Union Street Station","Uriel Cameron",1.7,28.33
4337,5,"090940","Union Street Station","Uriel Cameron",15.09,107.79
4338,3,"142812","Chiquito","Uriel Cameron",12.18,93.69
4339,2,"222355","Boston Market","Uriel Cameron",10.2,78.46
4340,7,"203953","Union Street Station","Uriel Cameron",13.1,145.53
4341,5,"153827","Johnny Mac's Scoreboard","Makenzie Mueller",3.47,57.88
4342,4,"233900","Monopole Restaurant","Makenzie Mueller",5.65,94.09
4343,2,"162612","Town & Country","Makenzie Mueller",0.0,68.97
4344,6,"160836","Johnny Mac's Scoreboard","Makenzie Mueller",9.73,81.08
4345,1,"202857","Monopole Restaurant","Makenzie Mueller",1.28,21.29
4346,2,"192642","Worldwide Wine Services","Taniya Leblanc",2.74,91.34
4347,3,"154837","Ad Card Promotions","Taniya Leblanc",4.21,140.49
4348,2,"073541","Mulligan's Pub","Taniya Leblanc",0.13,6.37
4349,5,"202015","Caledonia Lounge","Taniya Leblanc",8.28,138.08
4350,1,"193308","Ad Card Promotions","Taniya Leblanc",13.12,145.73
4351,4,"211552","Ad Card Promotions","Kathleen Malone",1.66,41.57
4352,1,"192209","Ad Card Promotions","Kathleen Malone",0.22,5.49
4353,5,"180551","Club Paragon","Kathleen Malone",0.85,28.37
4354,2,"214653","LongHorn Steakhouse","Kathleen Malone",3.37,37.43
4355,3,"141503","Club Paragon","Kathleen Malone",0.0,2.32
4356,3,"212739","Steak 'n Shake","Octavio Lang",14.1,128.18
4357,4,"000813","Steak 'n Shake","Octavio Lang",2.33,116.51
4358,4,"120502","Eight Seconds","Octavio Lang",2.27,28.38
4359,1,"192020","Eight Seconds","Octavio Lang",3.76,34.21
4360,2,"114855","Eight Seconds","Octavio Lang",6.61,82.61
4361,2,"233830","Toc Bar","Greyson Humphrey",12.6,157.44
4362,3,"224421","Pivots Beach Club","Greyson Humphrey",4.74,43.07
4363,3,"154839","Vault Night Club","Greyson Humphrey",0.0,41.38
4364,3,"212055","Pivots Beach Club","Greyson Humphrey",7.6,69.06
4365,5,"224008","Toc Bar","Greyson Humphrey",11.8,78.69
4366,3,"000936","Border Lounge","Bryan Scott",6.12,76.45
4367,7,"233031","Border Lounge","Bryan Scott",4.62,77.02
4368,7,"011046","Border Lounge","Bryan Scott",10.59,81.48
4369,1,"123631","Dejavu Nightclub","Bryan Scott",1.09,15.52
4370,5,"122751","Cheese Burger in Paradise","Bryan Scott",8.1,67.5
4371,3,"234418","Planet Hollywood","London Meyer",3.92,65.34
4372,1,"221322","Crystal Corner Bar","London Meyer",0.34,34.38
4373,5,"185204","Champions Sports Bar","London Meyer",1.92,12.79
4374,7,"144600","Planet Hollywood","London Meyer",10.5,116.65
4375,1,"191107","Crystal Corner Bar","London Meyer",0.95,47.68
4376,1,"145441","County Line Pub","Ernesto Chapman",9.29,61.93
4377,4,"205410","New Orleans Original Daiquiris","Ernesto Chapman",4.16,41.64
4378,2,"195418","County Line Pub","Ernesto Chapman",7.62,69.27
4379,4,"175353","New Orleans Original Daiquiris","Ernesto Chapman",1.38,22.94
4380,6,"181002","Chili's","Ernesto Chapman",3.92,43.55
4381,2,"173707","California Pizza Kitchen","Nikolas Frank",3.95,98.65
4382,3,"144319","Qdoba Mexican Grill","Nikolas Frank",2.69,19.21
4383,6,"211121","Chipotle Mexican Grill","Nikolas Frank",11.91,91.61
4384,4,"181736","Red Robin","Nikolas Frank",1.65,82.35
4385,7,"165416","Bob Evans Restaurants","Nikolas Frank",2.85,21.89
4386,6,"232509","Charlie Brown's Steakhouse","Ayanna Raymond",10.0,76.95
4387,7,"121256","For Pete's Sake","Ayanna Raymond",9.36,117.05
4388,5,"213810","Charlie Brown's Steakhouse","Ayanna Raymond",0.0,118.74
4389,4,"102108","For Pete's Sake","Ayanna Raymond",6.8,52.28
4390,6,"201923","Charlie Brown's Steakhouse","Ayanna Raymond",0.45,8.95
4391,1,"202204","Crystal Corner Bar","Randall Haynes",0.35,3.16
4392,3,"192320","P. F. Chang's China Bistro","Randall Haynes",0.62,20.61
4393,7,"231619","Gold Hawk","Randall Haynes",3.74,62.32
4394,3,"152232","Black-eyed Pea","Randall Haynes",0.63,21.16
4395,4,"204920","P. F. Chang's China Bistro","Randall Haynes",2.98,99.38
4396,1,"174425","Chili's","Aniyah Richard",2.22,74.03
4397,3,"154243","Qdoba Mexican Grill","Aniyah Richard",0.75,37.29
4398,1,"135455","Bottling CO","Aniyah Richard",5.45,90.85
4399,5,"132407","Qdoba Mexican Grill","Aniyah Richard",2.81,93.57
4400,6,"184801","Big Shots Sports Bar & Grill","Aniyah Richard",24.24,161.63
4401,3,"114454","Met Lounge","Jakobe Ochoa",9.08,90.76
4402,1,"144034","Met Lounge","Jakobe Ochoa",6.26,62.64
4403,7,"164139","Met Lounge","Jakobe Ochoa",1.94,97.18
4404,1,"172958","Famous Dave's","Jakobe Ochoa",6.14,55.83
4405,2,"111711","Famous Dave's","Jakobe Ochoa",1.47,48.96
4406,2,"203011","Double Down Saloon","Bailee Santana",1.78,44.54
4407,6,"171428","Lanigan's Irish Pub & Eatery","Bailee Santana",2.03,14.5
4408,4,"091718","Baja Fresh","Bailee Santana",5.84,41.73
4409,3,"161051","Lanigan's Irish Pub & Eatery","Bailee Santana",3.54,50.61
4410,6,"230854","Double Olive Lounge","Bailee Santana",5.98,85.48
4411,3,"164249","Brandy's","Alisha Gardner",1.79,19.89
4412,5,"165430","Big Al's","Alisha Gardner",3.46,26.61
4413,1,"011120","Border Lounge","Alisha Gardner",1.96,97.77
4414,2,"113022","Boston Pizza","Alisha Gardner",18.68,143.71
4415,5,"152430","Big Al's","Alisha Gardner",3.61,40.06
4416,4,"231815","The Old Spaghetti Factory","Addyson Barnett",1.23,20.47
4417,1,"181817","The Old Spaghetti Factory","Addyson Barnett",7.35,48.97
4418,4,"212651","Daddy-O's","Addyson Barnett",9.57,63.77
4419,3,"161600","The Old Spaghetti Factory","Addyson Barnett",5.2,103.93
4420,1,"163506","Wellhead Restaurant-Brew Pub","Addyson Barnett",14.36,110.48
4421,5,"232540","Star Tavern & Pizzeria","Marissa Reeves",0.0,90.52
4422,5,"215139","Sheffield Wine & Spirits Center","Marissa Reeves",2.7,54.04
4423,2,"194718","Savannah Wine Shop","Marissa Reeves",0.8,40.02
4424,6,"210621","Star Tavern & Pizzeria","Marissa Reeves",1.17,58.27
4425,4,"192450","Sheffield Wine & Spirits Center","Marissa Reeves",2.11,15.1
4426,5,"004324","Arlene's","Yaretzi Camacho",8.01,57.21
4427,1,"161355","Boston Market","Yaretzi Camacho",3.92,26.11
4428,4,"174151","Club 101","Yaretzi Camacho",1.3,43.24
4429,4,"131822","Bennigan's","Yaretzi Camacho",0.82,13.69
4430,1,"194456","Boston Market","Yaretzi Camacho",0.59,58.57
4431,1,"202655","Buffalo Wild Wings","Tabitha Krueger",6.97,87.16
4432,2,"233828","Buffalo Wild Wings","Tabitha Krueger",2.28,56.9
4433,6,"071522","Union Street Station","Tabitha Krueger",8.38,119.68
4434,3,"184112","Union Street Station","Tabitha Krueger",2.58,51.55
4435,7,"201031","Arena","Tabitha Krueger",4.64,77.31
4436,5,"123220","Daddy-O's","Jayden Curry",0.17,1.88
4437,1,"101535","Brandy's","Jayden Curry",1.22,12.16
4438,4,"210554","Crystal Corner Bar","Jayden Curry",0.0,42.75
4439,5,"133151","Brandy's","Jayden Curry",9.25,132.13
4440,4,"231409","Planet Hollywood","Jayden Curry",4.54,50.46
4441,6,"165447","Sutliff Bar & Grill","Trevor May",0.17,2.09
4442,5,"223537","Sportsman","Trevor May",1.98,21.98
4443,1,"150515","Xtc Cabaret","Trevor May",9.33,66.64
4444,6,"180615","Brandy's","Trevor May",2.43,34.7
4445,6,"203706","Lone Star Athletic Football Club","Trevor May",0.13,4.23
4446,2,"190832","Bahama Breeze","Annabel Duran",16.31,108.71
4447,5,"181617","Sugarbush Tavern","Annabel Duran",7.9,60.75
4448,5,"174408","Saturn","Annabel Duran",5.39,48.97
4449,2,"143922","Red Barn","Annabel Duran",0.83,82.96
4450,5,"131229","Hurricane Alley","Annabel Duran",1.19,17.07
4451,7,"103521","Downtown Lounge","Mila Perry",0.0,96.72
4452,7,"232318","Charlie Brown's Steakhouse","Mila Perry",3.1,34.41
4453,4,"111359","Downtown Lounge","Mila Perry",8.64,86.37
4454,6,"203234","Charlie Brown's Steakhouse","Mila Perry",13.4,95.72
4455,3,"114211","Downtown Lounge","Mila Perry",2.63,20.22
4456,2,"151805","Johnny Rockets","Ruben Moreno",7.45,67.69
4457,3,"184709","Arlene's","Ruben Moreno",0.0,20.94
4458,5,"102424","Waffle House","Ruben Moreno",3.92,55.93
4459,6,"203048","Arlene's","Ruben Moreno",0.37,5.32
4460,4,"114742","Waffle House","Ruben Moreno",6.21,77.66
4461,3,"175124","P. F. Chang's China Bistro","Deacon Allison",0.0,34.96
4462,2,"205507","Quaker Steak & Lube","Deacon Allison",5.0,83.31
4463,3,"093626","Perkins Restaurant and Bakery","Deacon Allison",5.87,97.84
4464,7,"092534","Perkins Restaurant and Bakery","Deacon Allison",0.66,66.12
4465,5,"151853","Olive Garden","Deacon Allison",2.08,16.0
4466,7,"135227","Jovan's Lounge Ltd","Theodore Cross",5.4,67.5
4467,1,"130725","Round-Up Saloon","Theodore Cross",8.2,81.97
4468,7,"091440","40 Watt Club","Theodore Cross",1.76,44.04
4469,1,"202323","Hooters","Theodore Cross",5.94,74.26
4470,5,"141813","Jovan's Lounge Ltd","Theodore Cross",5.14,46.75
4471,5,"194752","Linda's","Erin Reynolds",3.87,55.22
4472,1,"140649","Sportsman","Erin Reynolds",0.3,15.24
4473,1,"155336","Sportsman","Erin Reynolds",1.05,26.26
4474,7,"111251","Charles A. Meyer","Erin Reynolds",2.26,45.25
4475,2,"132926","Paradise City","Erin Reynolds",0.0,27.2
4476,1,"224229","Opus Mainstreet","Patrick Wong",18.3,152.54
4477,2,"235351","Opus Mainstreet","Patrick Wong",19.55,150.38
4478,5,"174537","Boynton Restaurant & Spirits","Patrick Wong",3.08,25.67
4479,2,"143755","Wellhead Restaurant-Brew Pub","Patrick Wong",4.7,156.57
4480,1,"141958","Wellhead Restaurant-Brew Pub","Patrick Wong",9.85,164.15
4481,7,"062215","Mulligan's Pub","Ibrahim Zuniga",3.83,42.58
4482,5,"175332","Round-Up Saloon","Ibrahim Zuniga",12.86,128.61
4483,4,"170509","Round-Up Saloon","Ibrahim Zuniga",5.76,44.32
4484,7,"090926","Mulligan's Pub","Ibrahim Zuniga",0.0,55.62
4485,6,"142019","Round-Up Saloon","Ibrahim Zuniga",13.19,109.94
4486,3,"162834","Romano's Macaroni Grill","Madeleine Farrell",19.44,138.89
4487,3,"072633","Mulligan's Pub","Madeleine Farrell",2.01,66.97
4488,5,"161609","Round-Up Saloon","Madeleine Farrell",1.4,34.88
4489,7,"121044","Romano's Macaroni Grill","Madeleine Farrell",1.23,122.89
4490,4,"090946","Mulligan's Pub","Madeleine Farrell",1.6,32.01
4491,6,"004629","Jrbc","Dominique Bender",0.44,8.73
4492,2,"192802","Kells Restaurant","Dominique Bender",1.23,8.8
4493,3,"125216","Big Boy","Dominique Bender",1.7,13.06
4494,1,"233645","Jrbc","Dominique Bender",6.54,72.62
4495,6,"182034","Bob Evans Restaurants","Dominique Bender",3.06,25.53
4496,6,"160552","Hoss's Steak and Sea House","Braydon Compton",0.27,13.65
4497,4,"210511","P. F. Chang's China Bistro","Braydon Compton",14.91,99.38
4498,6,"203301","P. F. Chang's China Bistro","Braydon Compton",3.82,31.81
4499,1,"182059","Hoss's Steak and Sea House","Braydon Compton",4.85,121.31
4500,4,"221926","Red Lobster","Braydon Compton",13.23,94.48
4501,5,"182550","Big Al's","Jon Andrade",1.82,26.02
4502,7,"152556","Boynton Restaurant & Spirits","Jon Andrade",1.87,23.43
4503,5,"152022","Sheffield Wine & Spirits Center","Jon Andrade",1.53,38.3
4504,1,"010838","Hard Rock Cafe","Jon Andrade",2.09,52.16
4505,6,"151528","County Line Pub","Jon Andrade",0.83,16.51
4506,1,"003119","Sinners Gentlemen's Club","Yandel Michael",7.12,79.13
4507,5,"221852","On the Border Mexican Grill & Cantina","Yandel Michael",0.22,2.03
4508,6,"184632","Basement","Yandel Michael",1.21,13.45
4509,5,"214655","On the Border Mexican Grill & Cantina","Yandel Michael",6.16,68.41
4510,4,"214056","On the Border Mexican Grill & Cantina","Yandel Michael",0.0,50.72
4511,1,"134828","Brandy's","Avery Cobb",0.99,19.89
4512,7,"112602","Paradise City","Avery Cobb",0.23,23.43
4513,7,"140552","Paradise City","Avery Cobb",0.4,39.96
4514,2,"004555","Pivots Beach Club","Avery Cobb",6.14,47.24
4515,2,"165358","Robert","Avery Cobb",8.45,60.36
4516,3,"112934","Texas Roadhouse","Alfred Brandt",0.0,25.85
4517,3,"154859","Johnny Mac's Scoreboard","Alfred Brandt",8.7,79.12
4518,4,"151512","Texas Roadhouse","Alfred Brandt",4.71,31.39
4519,5,"110812","Texas Roadhouse","Alfred Brandt",14.55,103.93
4520,4,"133933","Sugarbush Tavern","Alfred Brandt",8.73,145.56
4521,3,"152724","C C Slaughters Restaurant","Rocco Boone",1.35,45.03
4522,1,"193035","Moms Toy Box","Rocco Boone",5.59,55.91
4523,3,"094340","Moms Toy Box","Rocco Boone",8.21,63.18
4524,1,"112106","C C Slaughters Restaurant","Rocco Boone",0.0,27.64
4525,7,"094741","Moms Toy Box","Rocco Boone",2.84,47.36
4526,7,"191242","Dave & Buster's","Morgan Macias",8.03,66.9
4527,1,"154534","Dave & Buster's","Morgan Macias",8.49,106.11
4528,5,"173831","Dave & Buster's","Morgan Macias",1.08,11.96
4529,1,"145111","Dave & Buster's","Morgan Macias",12.73,106.11
4530,4,"192759","Benihana","Morgan Macias",6.27,62.69
4531,6,"220954","Pizza Shoppe","Jewel Walker",3.32,66.43
4532,1,"161931","Chili's","Jewel Walker",5.71,47.55
4533,7,"175322","Chili's","Jewel Walker",6.85,48.9
4534,7,"152840","Red Barn","Jewel Walker",10.78,82.96
4535,4,"192736","California Pizza Kitchen","Jewel Walker",21.46,178.85
4536,4,"080540","Mulligan's Pub","Michael Floyd",3.86,35.12
4537,5,"134518","Grey Lounge","Michael Floyd",1.79,89.52
4538,7,"084428","Mulligan's Pub","Michael Floyd",0.32,2.87
4539,6,"061716","Grey Lounge","Michael Floyd",8.63,71.88
4540,7,"070623","Mulligan's Pub","Michael Floyd",2.03,50.7
4541,4,"183500","Smitty's Sports Pub","Gage Serrano",0.97,7.44
4542,1,"100907","Dolphin Inn","Gage Serrano",2.99,74.65
4543,6,"225056","Jrbc","Gage Serrano",8.88,73.99
4544,1,"223533","Jrbc","Gage Serrano",0.74,14.84
4545,2,"083326","Eight Seconds","Gage Serrano",5.42,54.18
4546,2,"171345","Olive Garden","Sadie Mercer",0.26,26.48
4547,1,"195027","Met Lounge","Sadie Mercer",9.56,68.31
4548,5,"141517","Met Lounge","Sadie Mercer",0.28,3.97
4549,1,"205431","Topper","Sadie Mercer",0.0,84.13
4550,3,"152518","Olive Garden","Sadie Mercer",11.48,104.37
4551,1,"211656","J R's Bar & Grill Inc","Roger Rollins",4.91,98.19
4552,3,"093833","Waffle House","Roger Rollins",11.65,77.66
4553,7,"073757","World Beer Direct","Roger Rollins",0.59,7.4
4554,7,"212030","Tryst Lounge","Roger Rollins",2.35,39.16
4555,5,"101612","World Beer Direct","Roger Rollins",1.86,12.4
4556,3,"221259","J R's Last Laugh Comedy Club","Cornelius Maddox",12.73,84.89
4557,2,"231012","Firefly Club","Cornelius Maddox",0.73,10.44
4558,1,"175003","J R's Last Laugh Comedy Club","Cornelius Maddox",5.33,38.05
4559,5,"221946","Firefly Club","Cornelius Maddox",1.51,50.19
4560,6,"191629","J R's Last Laugh Comedy Club","Cornelius Maddox",1.68,18.7
4561,6,"213232","Chipotle Mexican Grill","Zaid Mckinney",7.42,105.93
4562,3,"195119","Chipotle Mexican Grill","Zaid Mckinney",0.16,3.16
4563,6,"204947","Star Tavern & Pizzeria","Zaid Mckinney",19.05,126.98
4564,2,"190837","Red Robin","Zaid Mckinney",11.77,84.05
4565,4,"124357","Bubba Gump Shrimp Company","Zaid Mckinney",6.19,56.28
4566,3,"191307","Bottle & Cork","Kelly Stephenson",0.43,10.65
4567,7,"162948","Smokey Bones","Kelly Stephenson",5.92,118.36
4568,6,"180554","Hickory Tavern","Kelly Stephenson",2.49,82.96
4569,2,"142859","Scooters","Kelly Stephenson",0.29,4.17
4570,5,"190831","Bottle & Cork","Kelly Stephenson",7.57,126.21
4571,1,"145049","Old Capitol Brew Works","Eliezer Murray",4.64,35.66
4572,6,"172713","Old Capitol Brew Works","Eliezer Murray",6.36,159.03
4573,1,"223659","Comedy Cellar","Eliezer Murray",3.71,33.71
4574,6,"111837","Denny's","Eliezer Murray",9.5,94.95
4575,1,"085359","Denny's","Eliezer Murray",0.55,55.46
4576,2,"215234","LongHorn Steakhouse","Charlie Odonnell",1.66,20.81
4577,1,"201612","LongHorn Steakhouse","Charlie Odonnell",0.44,5.53
4578,6,"223517","T.G.I. Friday's","Charlie Odonnell",0.04,1.47
4579,5,"233439","Dillinger's Inc","Charlie Odonnell",1.15,12.79
4580,3,"190911","P. F. Chang's China Bistro","Charlie Odonnell",2.63,52.69
4581,1,"091825","Union Street Station","Uriah Harrell",1.07,11.92
4582,5,"143511","Cheddar's Casual Café","Uriah Harrell",0.0,33.79
4583,7,"103649","Park Tavern Lounge & Lanes","Uriah Harrell",7.96,79.6
4584,4,"162500","Union Street Station","Uriah Harrell",2.36,16.88
4585,6,"091903","Dolphin Inn","Uriah Harrell",4.3,33.06
4586,5,"221620","Tryst Lounge","Darien Nash",1.47,10.53
4587,7,"234240","The Cheesecake Factory","Darien Nash",1.97,65.54
4588,3,"140608","Met Lounge","Darien Nash",1.54,51.22
4589,3,"164833","Crystal Corner Bar","Darien Nash",0.0,55.9
4590,5,"132001","Famous Dave's","Darien Nash",3.43,22.9
4591,1,"181527","Scooters","Nathaniel Rivas",7.07,54.39
4592,1,"084041","Cheese Burger in Paradise","Nathaniel Rivas",5.48,42.16
4593,7,"115453","Cheese Burger in Paradise","Nathaniel Rivas",6.36,52.99
4594,6,"224142","Border Lounge","Nathaniel Rivas",2.96,49.26
4595,4,"125220","Cheese Burger in Paradise","Nathaniel Rivas",10.06,77.38
4596,3,"193937","Chipotle Mexican Grill","Dulce Shaffer",1.98,19.81
4597,4,"072235","Hotshots Sports Bar & Grill","Dulce Shaffer",13.35,102.68
4598,3,"234922","Spot On The Alley","Dulce Shaffer",1.76,35.18
4599,4,"142333","Hotshots Sports Bar & Grill","Dulce Shaffer",17.36,115.76
4600,7,"181001","Spot On The Alley","Dulce Shaffer",1.92,27.36
4601,2,"222121","Star Tavern & Pizzeria","Maxwell Choi",8.54,77.65
4602,5,"060510","Hotshots Sports Bar & Grill","Maxwell Choi",1.92,31.99
4603,2,"204021","Star Tavern & Pizzeria","Maxwell Choi",8.11,62.4
4604,7,"203355","Star Tavern & Pizzeria","Maxwell Choi",7.35,105.0
4605,2,"000716","Star Tavern & Pizzeria","Maxwell Choi",0.91,11.32
4606,7,"172332","Fire Bar & Grill","Lauryn Burgess",1.08,12.05
4607,1,"173452","Fire Bar & Grill","Lauryn Burgess",1.6,17.8
4608,2,"113309","Boston Pizza","Lauryn Burgess",5.46,42.01
4609,2,"222652","Fire Bar & Grill","Lauryn Burgess",0.9,44.96
4610,2,"181812","Boston Pizza","Lauryn Burgess",0.99,98.64
4611,1,"104714","IHOP","Deangelo Neal",10.29,146.94
4612,1,"203244","Maria C. Estabil","Deangelo Neal",12.95,107.92
4613,7,"163516","Maria C. Estabil","Deangelo Neal",9.23,83.87
4614,5,"131133","IHOP","Deangelo Neal",10.29,146.94
4615,2,"200717","Park Tavern Lounge & Lanes","Deangelo Neal",6.91,62.78
4616,5,"162800","Gay Nineties Theatre Cafe","Ezekiel Leonard",0.49,4.06
4617,4,"173312","Jake's Grill","Ezekiel Leonard",0.43,8.51
4618,3,"224301","Joe's Crab Shack","Ezekiel Leonard",7.02,63.86
4619,4,"134630","Gay Nineties Theatre Cafe","Ezekiel Leonard",0.68,8.51
4620,5,"121057","Gay Nineties Theatre Cafe","Ezekiel Leonard",3.64,45.55
4621,2,"180612","Double Down Saloon","Sergio Powell",0.74,4.95
4622,6,"173356","Steak 'n Shake","Sergio Powell",0.0,7.44
4623,3,"192205","Double Down Saloon","Sergio Powell",3.65,52.19
4624,1,"212000","Steak 'n Shake","Sergio Powell",3.72,123.95
4625,6,"193017","Steak 'n Shake","Sergio Powell",2.44,27.12
4626,2,"163138","New West","Kendall Conner",2.7,53.97
4627,3,"172911","Jake's Grill","Kendall Conner",1.3,32.53
4628,2,"202022","MJ's","Kendall Conner",2.56,17.07
4629,3,"191107","Park Tavern Lounge & Lanes","Kendall Conner",5.47,49.76
4630,7,"200729","New West","Kendall Conner",6.7,66.99
4631,1,"224616","Jake's Old City Grill","Clayton Esparza",0.13,3.32
4632,5,"220903","County Line Pub","Clayton Esparza",0.0,65.99
4633,5,"193828","Union Street Station","Clayton Esparza",6.61,60.08
4634,7,"222648","Jake's Old City Grill","Clayton Esparza",1.97,49.35
4635,3,"215114","Smokey Bones","Clayton Esparza",13.68,97.71
4636,2,"185035","Saturn","Quinn Edwards",0.13,3.16
4637,6,"205530","Charlie Brown's Steakhouse","Quinn Edwards",3.9,35.41
4638,6,"153845","Barrister S Euro Tavern;","Quinn Edwards",0.3,7.44
4639,5,"132212","Heart Attack Grill","Quinn Edwards",8.61,143.54
4640,4,"155557","Barrister S Euro Tavern;","Quinn Edwards",1.07,10.66
4641,1,"185228","Islands Fine Burgers & Drinks","Zion Gill",1.37,17.11
4642,1,"210519","Pei Wei Asian Diner","Zion Gill",9.85,65.66
4643,1,"132955","Cracker Barrel Old Country Store","Zion Gill",3.94,49.29
4644,3,"112442","Islands Fine Burgers & Drinks","Zion Gill",4.76,95.24
4645,3,"123800","Champions Sports Bar","Zion Gill",16.4,136.67
4646,2,"172852","New York Dolls","Trystan Weber",4.12,31.71
4647,7,"143532","Red Robin","Trystan Weber",3.28,109.23
4648,1,"143607","Wibs","Trystan Weber",6.98,77.52
4649,2,"103145","Wibs","Trystan Weber",7.75,77.52
4650,7,"085540","40 Watt Club","Trystan Weber",10.68,76.27
4651,7,"104619","Bennigan's","Rey Golden",2.86,19.05
4652,7,"154502","Uno Chicago Grill","Rey Golden",1.32,65.77
4653,4,"182245","The Old Spaghetti Factory","Rey Golden",4.89,81.56
4654,1,"140729","Bennigan's","Rey Golden",14.98,124.85
4655,6,"152657","Gold Hawk","Rey Golden",0.99,98.8
4656,4,"193319","Chris Cocallas","Lorelei Finley",0.61,8.74
4657,6,"082045","Sizzler","Lorelei Finley",1.11,11.09
4658,1,"094212","Sizzler","Lorelei Finley",0.5,50.14
4659,1,"182748","Sizzler","Lorelei Finley",5.59,39.96
4660,4,"184247","Chris Cocallas","Lorelei Finley",3.61,120.4
4661,6,"203244","Firefly Club","London Herman",0.2,20.47
4662,2,"201252","Mugshots Bar","London Herman",3.18,52.94
4663,5,"204610","Mugshots Bar","London Herman",10.11,77.74
4664,1,"122224","Cheddar's Casual Café","London Herman",8.28,118.27
4665,7,"153714","Crazy Donkey Bar Grill","London Herman",6.52,93.11
4666,5,"182220","Arlene's","Noelle Hendricks",0.3,7.48
