trans_id,day,time,date,bar,drinker,tip,total
17661,3,13:25:28,"2016-06-07 13:25:28","Black Angus Steakhouse","Addyson Barnett",1.25,31.33
17662,3,20:12:51,"2017-03-07 20:12:51","E Robert Brame","Addyson Barnett",0.0,72.83
17663,1,12:47:25,"2017-02-05 12:47:25","Black Angus Steakhouse","Addyson Barnett",2.63,32.88
17664,2,21:20:05,"2016-01-18 21:20:05","E Robert Brame","Addyson Barnett",0.84,84.17
17665,2,12:06:47,"2017-02-13 12:06:47","Black Angus Steakhouse","Addyson Barnett",6.81,68.08
17666,3,16:50:08,"2017-08-22 16:50:08","Black Angus Steakhouse","Addyson Barnett",1.66,13.86
17667,6,22:08:42,"2016-07-08 22:08:42","Dejavu Nightclub","Addyson Barnett",4.23,84.68
17668,3,23:49:26,"2017-10-03 23:49:26","Dejavu Nightclub","Addyson Barnett",2.03,101.35
17669,6,15:07:38,"2017-03-10 15:07:38","Black Angus Steakhouse","Addyson Barnett",1.07,53.69
17670,7,13:52:19,"2017-05-13 13:52:19","Dejavu Nightclub","Addyson Barnett",1.99,99.73
17671,5,21:38:52,"2017-11-09 21:38:52","E Robert Brame","Addyson Barnett",3.37,84.17
17672,3,14:51:33,"2016-10-04 14:51:33","Black Angus Steakhouse","Addyson Barnett",10.2,68.03
17673,1,19:15:28,"2016-01-17 19:15:28","Dejavu Nightclub","Addyson Barnett",4.13,37.54
17674,6,23:23:47,"2016-12-02 23:23:47","E Robert Brame","Addyson Barnett",0.63,15.72
17675,6,14:55:23,"2017-09-22 14:55:23","Black Angus Steakhouse","Addyson Barnett",0.71,71.19
17676,6,17:29:53,"2017-10-06 17:29:53","Dejavu Nightclub","Addyson Barnett",12.32,123.22
17677,3,01:29:48,"2016-09-20 01:29:48","E Robert Brame","Addyson Barnett",0.48,11.92
17678,6,20:13:47,"2016-08-19 20:13:47","E Robert Brame","Addyson Barnett",2.66,38.05
17679,4,16:42:53,"2016-12-07 16:42:53","Black Angus Steakhouse","Addyson Barnett",8.4,60.03
17680,5,17:13:33,"2017-12-28 17:13:33","Black Angus Steakhouse","Addyson Barnett",0.24,23.95
17681,3,12:48:47,"2017-07-04 12:48:47","Club Soda","Marissa Reeves",4.65,58.11
17682,5,20:28:56,"2017-01-26 20:28:56","Atomic Cantina","Marissa Reeves",3.92,32.65
17683,5,07:34:29,"2017-01-26 07:34:29","Daddy-O's","Marissa Reeves",0.6,59.73
17684,7,14:23:38,"2017-05-13 14:23:38","Club Soda","Marissa Reeves",1.89,47.15
17685,5,19:05:01,"2016-11-17 19:05:01","Atomic Cantina","Marissa Reeves",10.47,87.21
17686,1,18:23:08,"2016-01-10 18:23:08","Improper Bostonian","Marissa Reeves",0.0,23.32
17687,5,21:35:55,"2017-07-27 21:35:55","Improper Bostonian","Marissa Reeves",3.26,81.49
17688,5,13:14:03,"2016-10-20 13:14:03","Daddy-O's","Marissa Reeves",2.65,26.47
17689,2,08:22:54,"2016-11-28 08:22:54","Club Soda","Marissa Reeves",2.6,19.99
17690,5,17:25:02,"2017-09-28 17:25:02","Smokey Bones","Marissa Reeves",9.03,90.25
17691,3,22:26:05,"2016-01-05 22:26:05","Daddy-O's","Marissa Reeves",0.74,7.44
17692,5,14:06:36,"2016-09-08 14:06:36","Smokey Bones","Marissa Reeves",1.24,61.79
17693,3,13:08:29,"2017-11-14 13:08:29","Club Soda","Marissa Reeves",2.04,14.56
17694,2,19:32:07,"2017-08-07 19:32:07","Improper Bostonian","Marissa Reeves",0.67,33.48
17695,7,11:18:16,"2016-12-17 11:18:16","Daddy-O's","Marissa Reeves",0.65,10.89
17696,3,10:50:33,"2017-08-15 10:50:33","Club Soda","Marissa Reeves",11.19,101.71
17697,4,17:12:33,"2016-05-18 17:12:33","Atomic Cantina","Marissa Reeves",3.22,24.76
17698,7,06:07:51,"2016-08-13 06:07:51","Club Soda","Marissa Reeves",1.34,14.93
17699,5,00:49:36,"2017-11-16 00:49:36","Club Soda","Marissa Reeves",0.55,55.03
17700,1,21:40:07,"2016-04-24 21:40:07","Improper Bostonian","Marissa Reeves",2.99,59.74
17701,7,19:15:27,"2016-05-14 19:15:27","Red Robin","Yaretzi Camacho",0.6,60.08
17702,6,16:12:02,"2017-05-05 16:12:02","Sizzler","Yaretzi Camacho",1.32,26.45
17703,3,17:39:42,"2017-07-18 17:39:42","Café Rouge","Yaretzi Camacho",1.45,20.68
17704,1,15:54:49,"2017-01-01 15:54:49","Café Rouge","Yaretzi Camacho",4.11,41.13
17705,7,00:19:37,"2016-07-30 00:19:37","Wibs","Yaretzi Camacho",1.28,21.4
17706,2,18:05:27,"2017-10-30 18:05:27","Red Robin","Yaretzi Camacho",0.0,77.94
17707,1,21:27:33,"2016-07-17 21:27:33","Wibs","Yaretzi Camacho",14.6,97.32
17708,5,13:09:55,"2017-10-05 13:09:55","Café Rouge","Yaretzi Camacho",0.75,25.02
17709,3,14:07:49,"2016-11-29 14:07:49","Café Rouge","Yaretzi Camacho",12.56,83.72
17710,3,19:53:15,"2016-12-13 19:53:15","Red Robin","Yaretzi Camacho",20.58,146.98
17711,2,00:27:41,"2017-10-02 00:27:41","Wibs","Yaretzi Camacho",5.89,65.46
17712,7,18:31:30,"2017-06-03 18:31:30","Wibs","Yaretzi Camacho",1.49,29.83
17713,6,22:43:57,"2016-11-11 22:43:57","Wibs","Yaretzi Camacho",0.0,42.77
17714,7,11:44:05,"2016-03-19 11:44:05","Wibs","Yaretzi Camacho",12.98,118.01
17715,2,12:20:49,"2017-07-24 12:20:49","Wibs","Yaretzi Camacho",8.16,68.04
17716,4,19:26:56,"2017-08-16 19:26:56","Sizzler","Yaretzi Camacho",3.24,64.78
17717,4,13:09:22,"2017-02-08 13:09:22","Café Rouge","Yaretzi Camacho",2.08,29.75
17718,1,18:27:26,"2017-11-05 18:27:26","Wibs","Yaretzi Camacho",6.08,60.82
17719,7,17:16:34,"2016-12-03 17:16:34","Sizzler","Yaretzi Camacho",4.03,100.72
17720,6,17:09:47,"2016-01-29 17:09:47","Wibs","Yaretzi Camacho",11.22,140.3
17721,6,21:31:21,"2016-06-10 21:31:21","Iron Post","Tabitha Krueger",5.78,48.2
17722,3,20:05:42,"2016-06-21 20:05:42","Iron Post","Tabitha Krueger",15.68,112.01
17723,3,22:39:05,"2016-04-12 22:39:05","Iron Post","Tabitha Krueger",8.45,93.87
17724,3,11:34:41,"2017-12-19 11:34:41","Bennigan's","Tabitha Krueger",21.65,144.32
17725,1,18:18:05,"2017-05-14 18:18:05","Iron Post","Tabitha Krueger",0.42,41.83
17726,5,18:15:56,"2016-12-01 18:15:56","Iron Post","Tabitha Krueger",7.26,51.85
17727,6,00:43:34,"2016-09-16 00:43:34","Iron Post","Tabitha Krueger",0.0,91.29
17728,6,20:36:37,"2016-12-30 20:36:37","Iron Post","Tabitha Krueger",7.47,83.0
17729,6,01:47:18,"2016-01-01 01:47:18","Daddy's","Tabitha Krueger",0.0,24.14
17730,7,23:26:33,"2016-04-16 23:26:33","Iron Post","Tabitha Krueger",0.0,16.0
17731,1,23:25:41,"2017-07-30 23:25:41","Iron Post","Tabitha Krueger",7.44,49.61
17732,4,13:17:15,"2016-08-10 13:17:15","Jonathan's Restaurant","Tabitha Krueger",6.18,56.19
17733,1,16:30:41,"2017-03-12 16:30:41","Daddy's","Tabitha Krueger",0.55,54.69
17734,5,21:07:03,"2017-10-12 21:07:03","Daddy's","Tabitha Krueger",3.07,34.07
17735,7,13:21:25,"2016-09-10 13:21:25","Bennigan's","Tabitha Krueger",4.69,93.87
17736,1,09:55:59,"2017-03-19 09:55:59","Bennigan's","Tabitha Krueger",3.5,116.7
17737,3,23:09:35,"2017-07-04 23:09:35","Iron Post","Tabitha Krueger",0.78,13.01
17738,1,19:05:26,"2017-07-02 19:05:26","Daddy's","Tabitha Krueger",6.76,48.32
17739,6,08:40:36,"2016-02-12 08:40:36","Bennigan's","Tabitha Krueger",1.69,33.87
17740,6,10:16:56,"2017-05-26 10:16:56","Bennigan's","Tabitha Krueger",0.0,43.19
17741,7,16:34:34,"2017-06-17 16:34:34","Sugarbush Tavern","Jayden Curry",0.0,94.88
17742,1,20:17:36,"2017-07-16 20:17:36","Olive Garden","Jayden Curry",9.01,69.31
17743,6,14:32:58,"2017-04-21 14:32:58","Olive Garden","Jayden Curry",1.49,49.52
17744,2,22:12:17,"2017-10-16 22:12:17","Olive Garden","Jayden Curry",5.46,49.65
17745,1,23:45:31,"2017-03-12 23:45:31","Sugarbush Tavern","Jayden Curry",13.66,91.09
17746,5,16:07:50,"2016-04-28 16:07:50","Sugarbush Tavern","Jayden Curry",0.08,7.77
17747,4,15:05:38,"2017-01-18 15:05:38","Olive Garden","Jayden Curry",4.85,69.31
17748,1,19:27:58,"2016-03-06 19:27:58","Sugarbush Tavern","Jayden Curry",12.13,86.65
17749,1,17:06:52,"2016-02-14 17:06:52","Sugarbush Tavern","Jayden Curry",0.45,6.37
17750,6,11:27:00,"2017-02-03 11:27:00","Daddy-O's","Jayden Curry",12.38,137.52
17751,4,13:21:30,"2017-05-17 13:21:30","Sugarbush Tavern","Jayden Curry",0.77,8.51
17752,2,01:49:08,"2017-09-25 01:49:08","Sugarbush Tavern","Jayden Curry",1.95,48.65
17753,2,21:29:41,"2016-06-06 21:29:41","Sugarbush Tavern","Jayden Curry",0.0,8.51
17754,6,15:16:20,"2016-04-08 15:16:20","Sugarbush Tavern","Jayden Curry",7.43,49.51
17755,4,14:34:04,"2016-10-26 14:34:04","Olive Garden","Jayden Curry",0.73,24.5
17756,4,22:25:49,"2016-01-27 22:25:49","Daddy-O's","Jayden Curry",4.65,116.22
17757,7,19:42:43,"2016-04-30 19:42:43","Sugarbush Tavern","Jayden Curry",4.92,61.54
17758,7,23:48:38,"2017-02-04 23:48:38","Sugarbush Tavern","Jayden Curry",1.92,48.09
17759,2,08:12:01,"2017-02-13 08:12:01","Daddy-O's","Jayden Curry",4.13,137.52
17760,6,19:19:59,"2017-12-08 19:19:59","Sugarbush Tavern","Jayden Curry",0.0,8.51
17761,4,21:06:39,"2017-09-06 21:06:39","Apple Inn","Trevor May",0.0,70.88
17762,3,20:34:13,"2016-07-19 20:34:13","Apple Inn","Trevor May",9.88,89.79
17763,3,00:43:04,"2017-05-30 00:43:04","Jonathan's Restaurant","Trevor May",12.94,129.43
17764,6,11:13:28,"2016-01-22 11:13:28","Black Angus Steakhouse","Trevor May",1.28,12.79
17765,7,10:39:34,"2016-01-30 10:39:34","Jonathan's Restaurant","Trevor May",3.0,21.4
17766,2,23:52:27,"2017-01-23 23:52:27","Apple Inn","Trevor May",2.44,34.82
17767,7,22:05:53,"2016-11-12 22:05:53","Apple Inn","Trevor May",8.24,74.88
17768,1,13:41:14,"2017-12-24 13:41:14","Jonathan's Restaurant","Trevor May",17.95,119.69
17769,7,21:19:49,"2016-03-26 21:19:49","Apple Inn","Trevor May",10.42,115.81
17770,5,20:39:07,"2016-11-10 20:39:07","Pizza Shoppe","Trevor May",9.02,112.79
17771,1,17:42:43,"2017-08-27 17:42:43","Black Angus Steakhouse","Trevor May",10.92,72.81
17772,4,16:07:00,"2016-12-07 16:07:00","Black Angus Steakhouse","Trevor May",0.77,12.79
17773,2,18:42:17,"2017-12-18 18:42:17","Pizza Shoppe","Trevor May",3.13,34.79
17774,6,00:32:16,"2017-09-08 00:32:16","Apple Inn","Trevor May",0.45,6.37
17775,1,00:35:43,"2017-10-29 00:35:43","Apple Inn","Trevor May",0.0,99.0
17776,1,14:31:06,"2016-11-27 14:31:06","Jonathan's Restaurant","Trevor May",6.87,114.45
17777,1,15:21:05,"2017-01-29 15:21:05","Pizza Shoppe","Trevor May",4.34,108.56
17778,5,14:22:59,"2017-07-13 14:22:59","Jonathan's Restaurant","Trevor May",7.27,60.56
17779,2,15:35:14,"2017-12-18 15:35:14","Black Angus Steakhouse","Trevor May",0.0,72.26
17780,3,23:40:03,"2016-06-07 23:40:03","Apple Inn","Trevor May",13.46,122.38
17781,4,10:42:02,"2016-06-15 10:42:02","Grey Lounge","Annabel Duran",13.16,119.64
17782,2,18:26:46,"2016-04-11 18:26:46","Grey Lounge","Annabel Duran",3.47,86.78
17783,1,22:07:25,"2017-01-01 22:07:25","Grey Lounge","Annabel Duran",0.77,77.13
17784,5,16:50:20,"2017-11-02 16:50:20","New Orleans Original Daiquiris","Annabel Duran",1.57,26.16
17785,4,21:33:41,"2016-04-27 21:33:41","Grey Lounge","Annabel Duran",1.99,99.73
17786,1,09:08:24,"2017-11-26 09:08:24","Grey Lounge","Annabel Duran",1.66,12.79
17787,5,13:40:48,"2017-11-02 13:40:48","New Orleans Original Daiquiris","Annabel Duran",0.26,12.79
17788,2,12:52:05,"2016-07-04 12:52:05","New Orleans Original Daiquiris","Annabel Duran",1.78,89.11
17789,1,19:22:35,"2017-05-28 19:22:35","Grey Lounge","Annabel Duran",8.37,119.64
17790,3,16:14:54,"2016-10-25 16:14:54","Scores","Annabel Duran",2.19,73.04
17791,6,15:26:21,"2017-11-10 15:26:21","Grey Lounge","Annabel Duran",13.16,119.64
17792,7,15:55:17,"2016-04-30 15:55:17","Scores","Annabel Duran",7.71,85.7
17793,4,22:47:46,"2017-03-29 22:47:46","Grey Lounge","Annabel Duran",12.83,106.88
17794,4,20:44:45,"2016-03-16 20:44:45","New Orleans Original Daiquiris","Annabel Duran",0.0,14.93
17795,3,19:54:38,"2017-08-01 19:54:38","Grey Lounge","Annabel Duran",3.84,42.64
17796,6,17:37:37,"2017-04-14 17:37:37","Scores","Annabel Duran",1.12,22.49
17797,7,09:21:31,"2017-09-02 09:21:31","Grey Lounge","Annabel Duran",10.28,85.69
17798,2,17:23:51,"2016-10-31 17:23:51","Grey Lounge","Annabel Duran",9.19,91.92
17799,3,17:16:53,"2017-07-04 17:16:53","Grey Lounge","Annabel Duran",4.48,55.99
17800,1,13:09:32,"2017-01-01 13:09:32","Grey Lounge","Annabel Duran",3.24,54.08
17801,4,14:30:10,"2016-02-17 14:30:10","Off Broadway","Mila Perry",2.22,74.15
17802,2,21:27:24,"2017-06-12 21:27:24","Sinners Gentlemen's Club","Mila Perry",3.98,66.37
17803,1,16:27:08,"2017-01-01 16:27:08","Dillinger's Inc","Mila Perry",8.05,100.63
17804,2,00:45:33,"2016-10-03 00:45:33","Sinners Gentlemen's Club","Mila Perry",6.16,102.59
17805,6,00:24:58,"2017-10-27 00:24:58","Sinners Gentlemen's Club","Mila Perry",7.46,82.84
17806,3,19:27:02,"2016-11-22 19:27:02","Mulligan's Pub","Mila Perry",0.0,75.73
17807,3,17:17:08,"2017-03-28 17:17:08","Dillinger's Inc","Mila Perry",6.73,48.09
17808,1,22:09:06,"2017-10-15 22:09:06","Mulligan's Pub","Mila Perry",0.53,13.18
17809,5,19:15:41,"2016-01-28 19:15:41","Off Broadway","Mila Perry",0.56,18.68
17810,5,20:23:58,"2016-06-23 20:23:58","Dillinger's Inc","Mila Perry",10.32,68.77
17811,4,21:49:59,"2016-07-06 21:49:59","Dillinger's Inc","Mila Perry",4.93,41.09
17812,6,22:24:21,"2017-10-20 22:24:21","Mulligan's Pub","Mila Perry",1.45,36.34
17813,7,09:11:32,"2017-07-08 09:11:32","Mulligan's Pub","Mila Perry",9.84,75.73
17814,6,19:25:15,"2016-12-16 19:25:15","On the Border Mexican Grill & Cantina","Mila Perry",3.35,83.73
17815,5,00:15:53,"2016-07-07 00:15:53","Sinners Gentlemen's Club","Mila Perry",7.51,50.07
17816,1,01:34:52,"2017-03-05 01:34:52","Dillinger's Inc","Mila Perry",3.09,77.31
17817,5,17:31:33,"2016-03-31 17:31:33","Off Broadway","Mila Perry",15.75,143.21
17818,4,22:17:06,"2016-06-15 22:17:06","Sinners Gentlemen's Club","Mila Perry",0.53,5.3
17819,1,20:52:39,"2017-01-01 20:52:39","Apple Inn","Mila Perry",1.73,43.32
17820,4,00:07:00,"2017-02-08 00:07:00","Dillinger's Inc","Mila Perry",0.0,86.19
17821,6,17:15:45,"2016-11-18 17:15:45","Union Street Station","Ruben Moreno",3.06,30.59
17822,7,10:09:08,"2017-11-18 10:09:08","Jake's Old City Grill","Ruben Moreno",1.26,20.99
17823,7,15:05:51,"2017-10-14 15:05:51","Union Street Station","Ruben Moreno",0.36,18.14
17824,1,11:40:52,"2017-01-15 11:40:52","Jake's Old City Grill","Ruben Moreno",1.34,19.21
17825,7,17:33:58,"2017-02-04 17:33:58","Arlene's","Ruben Moreno",0.09,3.16
17826,5,17:15:33,"2017-03-30 17:15:33","Jake's Old City Grill","Ruben Moreno",0.29,3.17
17827,2,21:24:07,"2017-10-23 21:24:07","Arlene's","Ruben Moreno",4.41,55.16
17828,4,15:11:22,"2017-02-08 15:11:22","Arlene's","Ruben Moreno",4.19,41.89
17829,2,08:11:35,"2017-10-30 08:11:35","Arlene's","Ruben Moreno",7.98,79.8
17830,6,13:54:09,"2016-03-18 13:54:09","Union Street Station","Ruben Moreno",0.38,37.77
17831,7,22:25:26,"2016-06-25 22:25:26","Arlene's","Ruben Moreno",5.77,72.09
17832,5,08:24:29,"2017-07-13 08:24:29","Arlene's","Ruben Moreno",4.96,41.33
17833,5,10:37:38,"2016-12-22 10:37:38","Arlene's","Ruben Moreno",0.32,3.16
17834,1,15:46:28,"2016-06-19 15:46:28","Jake's Old City Grill","Ruben Moreno",0.77,38.74
17835,5,14:40:33,"2016-06-09 14:40:33","Jake's Old City Grill","Ruben Moreno",3.65,60.86
17836,7,16:43:55,"2017-03-04 16:43:55","Jake's Old City Grill","Ruben Moreno",0.0,19.21
17837,1,13:26:19,"2017-01-01 13:26:19","Union Street Station","Ruben Moreno",0.0,28.71
17838,1,17:35:10,"2016-06-19 17:35:10","Union Street Station","Ruben Moreno",1.01,101.25
17839,5,19:34:29,"2017-11-30 19:34:29","Arlene's","Ruben Moreno",1.2,39.88
17840,3,16:45:01,"2016-08-23 16:45:01","Arlene's","Ruben Moreno",2.93,48.77
17841,7,19:18:10,"2016-10-15 19:18:10","P. F. Chang's China Bistro","Deacon Allison",2.42,121.22
17842,5,17:54:38,"2016-01-28 17:54:38","P. F. Chang's China Bistro","Deacon Allison",19.0,126.7
17843,4,16:48:37,"2016-04-13 16:48:37","P. F. Chang's China Bistro","Deacon Allison",4.94,32.93
17844,2,21:31:09,"2017-01-09 21:31:09","Hoss's Steak and Sea House","Deacon Allison",0.84,16.82
17845,6,16:53:11,"2016-03-18 16:53:11","P. F. Chang's China Bistro","Deacon Allison",2.44,34.82
17846,2,20:14:09,"2017-11-20 20:14:09","Hoss's Steak and Sea House","Deacon Allison",5.47,60.79
17847,3,21:40:55,"2016-08-23 21:40:55","War Room","Deacon Allison",0.0,7.88
17848,4,18:39:53,"2017-01-18 18:39:53","P. F. Chang's China Bistro","Deacon Allison",2.23,111.34
17849,7,20:33:53,"2017-03-04 20:33:53","P. F. Chang's China Bistro","Deacon Allison",4.46,89.14
17850,6,17:35:14,"2017-03-10 17:35:14","P. F. Chang's China Bistro","Deacon Allison",17.87,148.89
17851,1,18:17:09,"2017-09-24 18:17:09","P. F. Chang's China Bistro","Deacon Allison",13.9,115.85
17852,5,22:28:24,"2016-03-10 22:28:24","Hoss's Steak and Sea House","Deacon Allison",0.37,7.44
17853,4,20:06:28,"2016-04-13 20:06:28","War Room","Deacon Allison",2.94,26.72
17854,3,22:30:28,"2017-07-04 22:30:28","Hoss's Steak and Sea House","Deacon Allison",3.67,45.91
17855,7,21:38:38,"2017-08-12 21:38:38","P. F. Chang's China Bistro","Deacon Allison",4.74,94.86
17856,4,19:26:33,"2016-05-18 19:26:33","War Room","Deacon Allison",0.02,1.75
17857,1,15:51:07,"2016-12-04 15:51:07","War Room","Deacon Allison",0.34,16.84
17858,3,18:31:52,"2016-09-20 18:31:52","War Room","Deacon Allison",0.97,7.44
17859,4,00:28:29,"2017-06-14 00:28:29","War Room","Deacon Allison",0.1,9.63
17860,1,20:21:32,"2017-02-12 20:21:32","War Room","Deacon Allison",1.52,50.66
17861,7,18:51:20,"2017-12-02 18:51:20","The Old Spaghetti Factory","Theodore Cross",7.82,71.07
17862,7,13:33:25,"2017-12-02 13:33:25","Charles A. Meyer","Theodore Cross",0.37,4.14
17863,4,08:05:20,"2017-09-27 08:05:20","Met Lounge","Theodore Cross",0.65,32.66
17864,7,19:20:59,"2017-11-04 19:20:59","Arena","Theodore Cross",2.39,34.11
17865,1,17:53:41,"2016-01-31 17:53:41","Hooters","Theodore Cross",2.75,27.54
17866,2,00:13:08,"2016-11-07 00:13:08","Charles A. Meyer","Theodore Cross",1.23,61.33
17867,6,23:55:35,"2017-01-20 23:55:35","Charles A. Meyer","Theodore Cross",10.63,70.87
17868,7,21:23:17,"2016-07-16 21:23:17","Arena","Theodore Cross",5.63,40.23
17869,7,16:18:09,"2016-03-26 16:18:09","P. F. Chang's China Bistro","Theodore Cross",4.45,55.58
17870,3,22:15:29,"2016-09-27 22:15:29","The Old Spaghetti Factory","Theodore Cross",4.07,58.21
17871,5,16:40:45,"2016-11-24 16:40:45","P. F. Chang's China Bistro","Theodore Cross",5.78,64.2
17872,1,23:18:47,"2017-02-26 23:18:47","Charles A. Meyer","Theodore Cross",10.92,83.98
17873,5,20:52:36,"2016-09-15 20:52:36","P. F. Chang's China Bistro","Theodore Cross",1.17,23.34
17874,1,20:25:06,"2016-07-31 20:25:06","Charles A. Meyer","Theodore Cross",1.01,20.17
17875,4,00:39:48,"2017-11-29 00:39:48","Charles A. Meyer","Theodore Cross",5.98,74.71
17876,5,23:14:05,"2016-10-27 23:14:05","Charles A. Meyer","Theodore Cross",6.91,69.11
17877,5,15:41:01,"2016-04-14 15:41:01","The Old Spaghetti Factory","Theodore Cross",5.75,52.26
17878,2,17:48:33,"2016-04-11 17:48:33","Arena","Theodore Cross",0.0,17.93
17879,1,16:55:54,"2017-11-19 16:55:54","P. F. Chang's China Bistro","Theodore Cross",14.87,135.17
17880,5,22:41:31,"2016-05-12 22:41:31","Hooters","Theodore Cross",1.83,36.63
17881,7,01:55:59,"2017-02-04 01:55:59","Phebe's","Erin Reynolds",2.06,68.68
17882,6,11:54:59,"2016-03-04 11:54:59","40 Watt Club","Erin Reynolds",7.27,60.57
17883,4,16:43:29,"2016-06-15 16:43:29","Uno Chicago Grill","Erin Reynolds",5.69,63.27
17884,3,22:38:54,"2017-07-18 22:38:54","Uno Chicago Grill","Erin Reynolds",1.6,26.75
17885,4,15:30:11,"2017-03-01 15:30:11","40 Watt Club","Erin Reynolds",3.75,41.64
17886,3,12:30:06,"2017-07-18 12:30:06","40 Watt Club","Erin Reynolds",1.17,11.72
17887,3,19:45:07,"2016-12-13 19:45:07","Uno Chicago Grill","Erin Reynolds",4.83,34.48
17888,6,19:33:04,"2017-09-22 19:33:04","Uno Chicago Grill","Erin Reynolds",2.16,15.42
17889,1,19:39:37,"2017-04-30 19:39:37","Niko's Lodge Bar & Grill","Erin Reynolds",3.29,82.19
17890,3,17:05:24,"2016-08-09 17:05:24","Niko's Lodge Bar & Grill","Erin Reynolds",1.81,18.08
17891,6,13:23:17,"2016-07-08 13:23:17","40 Watt Club","Erin Reynolds",5.03,38.71
17892,1,21:37:52,"2016-04-03 21:37:52","Niko's Lodge Bar & Grill","Erin Reynolds",17.1,131.52
17893,2,18:18:37,"2016-08-08 18:18:37","Niko's Lodge Bar & Grill","Erin Reynolds",14.9,165.53
17894,5,12:20:58,"2017-05-25 12:20:58","Niko's Lodge Bar & Grill","Erin Reynolds",19.85,180.44
17895,7,16:05:37,"2016-01-30 16:05:37","Niko's Lodge Bar & Grill","Erin Reynolds",1.29,129.46
17896,2,11:40:31,"2016-06-13 11:40:31","40 Watt Club","Erin Reynolds",5.61,37.42
17897,2,21:36:48,"2017-09-04 21:36:48","Niko's Lodge Bar & Grill","Erin Reynolds",1.39,138.59
17898,6,20:08:24,"2016-05-27 20:08:24","Uno Chicago Grill","Erin Reynolds",0.0,17.07
17899,5,16:48:06,"2016-03-10 16:48:06","Niko's Lodge Bar & Grill","Erin Reynolds",3.65,182.51
17900,1,15:06:11,"2016-07-24 15:06:11","Phebe's","Erin Reynolds",2.44,18.74
17901,7,20:16:11,"2016-06-18 20:16:11","Opus Mainstreet","Patrick Wong",2.72,45.33
17902,4,21:07:20,"2016-01-27 21:07:20","Pub 13","Patrick Wong",18.6,186.04
17903,1,15:22:55,"2017-11-05 15:22:55","Smokey Bones","Patrick Wong",0.96,19.12
17904,3,11:48:45,"2016-09-27 11:48:45","Opus Mainstreet","Patrick Wong",5.1,63.72
17905,6,12:55:05,"2017-05-26 12:55:05","Pub 13","Patrick Wong",0.0,233.19
17906,1,23:21:17,"2017-05-21 23:21:17","Pub 13","Patrick Wong",17.08,189.79
17907,5,11:20:05,"2016-02-18 11:20:05","Opus Mainstreet","Patrick Wong",8.84,80.4
17908,6,10:20:46,"2016-09-23 10:20:46","Opus Mainstreet","Patrick Wong",2.86,35.73
17909,6,11:34:29,"2017-09-15 11:34:29","Shanahan's Lafayette","Patrick Wong",17.45,124.66
17910,5,22:30:52,"2016-11-17 22:30:52","Pub 13","Patrick Wong",16.76,186.18
17911,1,21:48:01,"2017-02-26 21:48:01","Pub 13","Patrick Wong",7.21,51.52
17912,2,12:53:16,"2016-02-15 12:53:16","Opus Mainstreet","Patrick Wong",9.04,129.1
17913,3,10:49:20,"2016-11-15 10:49:20","Opus Mainstreet","Patrick Wong",9.8,75.39
17914,4,16:38:35,"2016-04-27 16:38:35","Smokey Bones","Patrick Wong",0.26,26.16
17915,1,11:21:12,"2016-07-31 11:21:12","Opus Mainstreet","Patrick Wong",2.46,27.32
17916,1,20:09:38,"2016-12-04 20:09:38","Pub 13","Patrick Wong",1.17,117.07
17917,5,14:16:45,"2017-01-26 14:16:45","Shanahan's Lafayette","Patrick Wong",0.34,33.5
17918,5,10:34:34,"2017-07-06 10:34:34","Opus Mainstreet","Patrick Wong",1.98,19.8
17919,6,18:35:12,"2016-06-17 18:35:12","Shanahan's Lafayette","Patrick Wong",4.19,52.38
17920,6,14:17:22,"2016-01-29 14:17:22","Smokey Bones","Patrick Wong",10.12,126.56
17921,6,22:50:29,"2016-06-10 22:50:29","Downtown Lounge","Ibrahim Zuniga",5.01,50.07
17922,1,19:55:20,"2016-01-24 19:55:20","Downtown Lounge","Ibrahim Zuniga",2.85,40.69
17923,5,21:18:23,"2016-12-29 21:18:23","Romano's Macaroni Grill","Ibrahim Zuniga",1.49,14.93
17924,1,22:51:03,"2016-10-09 22:51:03","Downtown Lounge","Ibrahim Zuniga",10.33,93.91
17925,7,23:13:13,"2016-11-05 23:13:13","Downtown Lounge","Ibrahim Zuniga",0.0,15.94
17926,7,09:10:04,"2017-11-11 09:10:04","Mulligan's Pub","Ibrahim Zuniga",8.33,75.73
17927,4,20:52:58,"2017-06-28 20:52:58","Improper Bostonian","Ibrahim Zuniga",1.28,10.66
17928,7,17:13:58,"2016-12-24 17:13:58","Mulligan's Pub","Ibrahim Zuniga",8.37,59.77
17929,3,21:39:11,"2017-11-21 21:39:11","Romano's Macaroni Grill","Ibrahim Zuniga",8.35,83.45
17930,6,09:42:32,"2017-12-22 09:42:32","Mulligan's Pub","Ibrahim Zuniga",0.12,5.91
17931,4,18:27:16,"2016-04-06 18:27:16","Improper Bostonian","Ibrahim Zuniga",6.69,95.53
17932,6,12:16:40,"2017-05-12 12:16:40","Mulligan's Pub","Ibrahim Zuniga",6.82,75.73
17933,7,16:38:21,"2016-11-19 16:38:21","Mulligan's Pub","Ibrahim Zuniga",2.6,28.9
17934,7,08:36:57,"2017-01-21 08:36:57","Mulligan's Pub","Ibrahim Zuniga",1.66,15.07
17935,4,14:06:11,"2017-08-23 14:06:11","Downtown Lounge","Ibrahim Zuniga",13.36,166.94
